PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO453398,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$151691.64,01/02/2013,"DC PREPARATORY ACADEMY,PCS",707 EDGEWOOD STREET NE   ; WASHINGTON  ; DC  ; 20017-,WASHINGTON  ,DC
PO457075,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$192629.31,02/26/2013,SEED FOUNDATION,4300 C STREET SE   ; WASHINGTON  ; DC  ; 20019-,WASHINGTON  ,DC
PO456833,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$8680.00,02/26/2013,RADIO ONE INC.,8515 GEORGIA AVE   ; SILVER SPRING  ; MD  ; 20910-,SILVER SPRING  ,MD
PO457146,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RESOURCE BOOKS AND MATERIALS (NOT OTHERWISE CLASSIFIED) 87,$4898.32,02/26/2013,TEMPO BOOKSTORE,4905 WISCONSIN AVENUE NW  ; WASHINGTON  ; DC  ; 20016,WASHINGTON  ,DC
PO455411,DEPARTMENT OF GENERAL SERVICES,"HEATING, AIR CONDITIONING, AND VENTILATION MAINTENANCE AND REPAIR SERVICES (INCLUDING INSTALLATION) 36",$50000.00,02/26/2013,W S JENKS & SON,953 V STREET NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO457076,STATE SUPERINTENDENT OF EDUCATION (OSSE),"EDUCATIONAL SERVICES, ALTERNATIVE 18",$70000.00,02/26/2013,DISTRICT OF COLUMBIA AGENCIES,CHILD SUPPORT ENFORCEMENT DIV. 441 4TH STREET NW  STE 1130N  ; WASHINGTON  ; DC  ; 20001-,WASHINGTON  ,DC
PO386243-V3,OFFICE OF CHIEF FINANCIAL OFFICER,COMPUTER HARDWARE CONSULTING 28,$89390.40,02/26/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO363478-V3,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$36238.40,02/26/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO457073,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$32361.60,02/26/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO449240-V2,DEPARTMENT OF EMPLOYMENT SERVICES,COMPUTER SOFTWARE CONSULTING 29,$13281.00,02/26/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO363679-V3,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$47601.36,02/26/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO363602-V2,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$17986.96,02/26/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO457134,DEPARTMENT OF FORENSICS SCIENCES,CLINICAL FORENSIC AND POSTMORTEM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 16,$4045.30,02/26/2013,PAULETTE WASHINGTON,1426 9TH STREET NW 4TH FLOOR  ; WASHINGTON   ; DC  ; 20001,WASHINGTON   ,DC
PO457077,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$7500.00,02/26/2013,HOWARD ROAD ACADEMY PCS,"701 HOWARD ROAD, SE   ; WASHINGTON  ; DC  ; 20020-",WASHINGTON  ,DC
PO457103,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$10000.00,02/26/2013,ANNA U. EDHOLM DAVIS,"230 UNDERWOOD ST., NW   ; WASHINGTON  ; DC  ; 20012-",WASHINGTON  ,DC
PO457167,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"COMPUTERS, PARTS AND SUPPLIES 29",$4179.95,02/26/2013,APPLE COMPUTER INC,1 INFINITE LOOP   ; CUPERTINO  ; CA  ; 95014-,CUPERTINO  ,CA
PO457150,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"EDUCATIONAL GAMES AND TOYS, ALL TYPES (SEE 037-84; 208-47; 209-48; AND 805-51 FOR OTHER TYPE GAMES) 53",$5865.68,02/26/2013,APPLE COMPUTER INC,1 INFINITE LOOP   ; CUPERTINO  ; CA  ; 95014-,CUPERTINO  ,CA
PO457163,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"COMPUTERS, PARTS AND SUPPLIES 29",$4657.32,02/26/2013,APPLE COMPUTER INC,1 INFINITE LOOP   ; CUPERTINO  ; CA  ; 95014-,CUPERTINO  ,CA
PO457121,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$24000.00,02/26/2013,THE AQUILINE GROUP,1801 COLUMBIA ROAD NW SUITE 101  ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
PO457136,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$4750.00,02/26/2013,"MOSAIC URBAN PARTNERS, LLC",910 17TH STREET NW SUITE 410  ; WASHINGTON  ; DC  ; 20006,WASHINGTON  ,DC
PO457078,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$10000.00,02/26/2013,SEPTIMA CLARK PCS,2501 MARTIN LUTHER KING JR.  AVE. SE  ; WASHINGTON  ; DC  ; 20020-,WASHINGTON  ,DC
PO457169,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CABLE CONSTRUCTION, INSTALLATION AND MAINTENANCE (FIBER OPTIC, COMMUNICATION, COMPUTER, ETC.) 18",$3149.50,02/26/2013,IDENTIX INCORPORATED,5705 W OLD SHAKOPEE RD STE 100  ; BLOOMINGTON  ; MN  ; 55437-3107,BLOOMINGTON  ,MN
PO457129,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$5255.30,02/26/2013,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO457097,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$4500.00,02/26/2013,SHEILA CRIDER,"3610 BROTHERS PLACE, SE   ; WASHINGTON  ; DC  ; 20032-",WASHINGTON  ,DC
PO457099,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$2940.00,02/26/2013,SCOTT G BROOKS,"929 FLORIDA AVE., NW APT. 7008  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO455259,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$260810.50,02/26/2013,R MCGHEE & ASSOCIATES,"740 6TH STREET, NW SUITE 302  ; WASHINGTON   ; DC  ; 20001",WASHINGTON   ,DC
PO457170,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,SPECIAL EDUCATION 74,$50446.50,02/26/2013,TRANSATLANTIC PROFESSIONAL,"GROUP, LLC 1629 K STREET, NW, STE 300  ; WASHINGTON  ; DC  ; 20006-",WASHINGTON  ,DC
PO452800-V2,OFFICE OF CHIEF FINANCIAL OFFICER,ADMINISTRATIVE CONSULTING 06,$40218.75,02/26/2013,WASHINGTON INVESTMENT ADVISORS,"1010 VERMONT AVE., NW SUITE 710  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO455929-V2,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$318939.00,02/26/2013,HEALTH MANAGEMENT ASSOCIATES,120 N. WASHINGTON SQUARE SUITE 705  ; LANSING  ; MI  ; 48933,LANSING  ,MI
PO457104,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4500.00,02/26/2013,FREDERIC TRUSLOW,3009 Q STREET NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO457089,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$4200.00,02/26/2013,NELSON GUTIERREZ,"501 SLATERS LANE, APT 1211 APT 1211  ; ALEXANDRIA  ; VA  ; 22314",ALEXANDRIA  ,VA
PO457084,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$4200.00,02/26/2013,DANIEL PERKINS,8 BEECHDALE ROAD  ; BALTIMORE  ; MD  ; 21210,BALTIMORE  ,MD
PO457091,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$27300.00,02/26/2013,JIM SANBORN,1679 35TH STREET NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO457184,DEPARTMENT OF HEALTH,MEMBERSHIP DUES 48,$30210.00,02/26/2013,PUBLIC HEALTH ACCRED. BOARD,1600 DUKE STREET SUITE 440  ; ALEXANDRIA  ; VA  ; 22314,ALEXANDRIA  ,VA
PO457135,EQUIPMENT LEASE - CAPITAL,"FURNITURE, LABORATORY (CUSTOM MADE) 55",$10000.00,02/26/2013,RISK MANAGEMENT ASSOCIATES,"4000 WESTCHASE BLVD., STE 350  ; RALEIGH  ; NC  ; 27607",RALEIGH  ,NC
PO457291,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$49725.00,02/27/2013,PROVIDENCE HOSPITAL,1150 VARNUM ST NE  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO457187,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, HIGHWAY AND ROAD 27",$97174.00,02/27/2013,KITTELSON & ASSOCIATES INC.,"610 SW ALDER, SUITE 700   ; PORTLAND  ; OR  ; 97205",PORTLAND  ,OR
PO457199,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$42371.36,02/27/2013,HOWARD UNIVERSITY PCMS,405 HOWARD PLACE NW  ; WASHINGTON  ; DC  ; 20059,WASHINGTON  ,DC
PO457200,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$65807.46,02/27/2013,FRIENDSHIP PCS,"120 Q STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO457283,OFFICE OF CHIEF FINANCIAL OFFICER,INSURANCE CONSULTING 69,$60711.00,02/27/2013,GEORGIA SURETY CO INC,1301 HIGHTOWER TRAIL                               SUITE 210  ; ATLANTA  ; GA  ; 30350,ATLANTA  ,GA
PO440733-V3,DEPARTMENT ON DISABILITY SERVICES,EMPLOYMENT GENERATING ACTIVITIES 39,$70000.00,02/27/2013,FULL CIRCLE EMPLOYMENT SOLUTIONS LLC,9404 COLESVILLE ROAD   ; SILVER SPRING   ; MD  ; 20901,SILVER SPRING   ,MD
PO457280,DEPARTMENT ON DISABILITY SERVICES,"VOCATIONAL TRAINING, ALL TYPES  (INCLUDING VOCATIONAL REHABILITATION AND TECHNICAL EDUCATION) 86",$49677.00,02/27/2013,"METROPOLITAN WASHINGTON EAR,IN",12061 TECH ROAD  ; SILVER SPRING  ; MD  ; 20904,SILVER SPRING  ,MD
PO457297,METROPOLITAN POLICE DEPARTMENT,"MOTORS, OUTBOARD, GASOLINE 63",$24895.55,02/27/2013,AMERICAN SUZUKI MOTOR CORP.,3251 E. IMPERIAL HIGHWAY  ; BREA  ; CA  ; 92821,BREA  ,CA
PO457284,DISTRICT DEPARTMENT OF THE ENVIRONMENT,DESIGNING SERVICES 35,$275000.00,02/27/2013,"GREENING URBAN, LLC",1421 LOMBARDY ALLEY 1ST FLOOR   ; RICHMOND  ; VA  ; 23219,RICHMOND  ,VA
PO457186,OFFICE OF CHIEF FINANCIAL OFFICER,SOFTWARE MAINTENANCE/SUPPORT 45,$80000.00,02/27/2013,PROPERTY INFO CORPORATION,1980 POST OAK BLVD   ; HOUSTON  ; TX  ; 77056,HOUSTON  ,TX
PO456446,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$154613.74,02/27/2013,SAXON COLLABORATIVE CONSTRUCTI,"4910 MASSACHUSETTS AVE NW,  SUITE 208  ; WASHINGTON   ; DC  ; 20016",WASHINGTON   ,DC
PO444793-V2,PUBLIC SERVICE COMMISSION,"LEGAL SERVICES, ATTORNEYS 49",$11407.50,02/27/2013,WILLIAM DUNKEL,8625 FARMINGTON CEMERTERY ROAD  ; PLEASANT PLAINS  ; IL  ; 62677,PLEASANT PLAINS  ,IL
PO450337-V3,DEPARTMENT OF GENERAL SERVICES,GUARD AND SECURITY SERVICES 46,$100000.00,02/27/2013,ALLEGIANCE PROTECTIVE CONSULTA,1200 NORTH CAPITOL ST NW C505  ; WASHINGTON   ; DC  ; 20002,WASHINGTON   ,DC
PO457191,DEPARTMENT ON DISABILITY SERVICES,CAFETERIA AND RESTAURANT SERVICES 19,$21000.00,02/27/2013,"ASHLAND EQUIPMENT, INC.",1207-A BELMAR DRIVE  ; BELCAMP  ; MD  ; 21017,BELCAMP  ,MD
PO452707-V4,OFFICE OF CABLE TV,INTERNET AND WEB SITE SOFTWARE FOR MICROCOMPUTERS 54,$36990.00,02/27/2013,"EARTHCHANNEL COMMUNICATIONS, INC.",1939 LAKE LUCERNE WAY SW  ; LILBURN  ; GA  ; 30047,LILBURN  ,GA
PO457260-V2,OFFICE OF CHIEF FINANCIAL OFFICER,ADVERTISING/PUBLIC RELATIONS 03,$4800.00,02/27/2013,BALTIMORE WASHINGTON BILLBOARD,1360 RITCHIE HIGHWAY  ; ARNOLD  ; MD  ; 21012,ARNOLD  ,MD
PO457242,DEPARTMENT OF GENERAL SERVICES,ENVIRONMENTAL CONSULTING 43,$9500.00,02/27/2013,CUSTOMER FIRST RENEWABLES LLC,"1425 K STREET, NW  SUITE 350  ; WASHINGTON   ; DC  ; 20005",WASHINGTON   ,DC
PO441509-V4,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$74330.28,02/27/2013,FAMILY MEDICAL COUNSELING,"2041 MLK JR AVE, S.E. SUITE# 303  ; WASHINGTON  ; DC  ; 20020-",WASHINGTON  ,DC
PO440649-V3,DEPARTMENT ON DISABILITY SERVICES,EMPLOYMENT GENERATING ACTIVITIES 39,$110140.80,02/27/2013,"NEW LIFE,INC.","2300 GOOD HOPE ROAD, SE SUITE 1008  ; WASHINGTON  ; DC  ; 20020-",WASHINGTON  ,DC
PO457217,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$691200.00,02/27/2013,TELECOMMUNICATIONS DEV CORP,1919 13TH STREET NW   ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
PO441318-V2,OFFICE OF CHIEF FINANCIAL OFFICER,ADMINISTRATIVE CONSULTING 06,$8483.00,02/27/2013,NRI INC.,1015 18TH ST NW STE 710   ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO440693-V4,DEPARTMENT ON DISABILITY SERVICES,EMPLOYMENT GENERATING ACTIVITIES 39,$35993.75,02/27/2013,COMMUNITY CONNECTIONS,801 PENNSYLVANIA AVE SE # 201   ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO431730-V2,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$35222.04,02/27/2013,"PERKINS + WILL VIRGINIA, INC.","2100 M STREET, NW SUITE 800  ; WASHINGTON  ; DC  ; 20037",WASHINGTON  ,DC
PO457259,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$160455.96,02/27/2013,"PERKINS + WILL VIRGINIA, INC.","2100 M STREET, NW SUITE 800  ; WASHINGTON  ; DC  ; 20037",WASHINGTON  ,DC
PO443881-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$2645986.00,02/27/2013,HOUSING AUTHORITY OF PG COUNTY,9400 PEPPFERCORN PL                                SUITE 210B  ; LARGO  ; MD  ; 20774,LARGO  ,MD
PO448943-V3,DEPARTMENT OF GENERAL SERVICES,JANITORIAL EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 65,$180468.53,02/27/2013,MOTIR SERVICES INC,4224 6TH STREET SE  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO457202,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$31995.51,02/27/2013,COMMUNITY ACADEMY PCS,1351 NICHOLSON STREET NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO457238,FIRE AND EMERGENCY MEDICAL SERVICES,"HATS AND HELMETS, SAFETY 56",$63014.00,02/27/2013,MARYLAND FIRE EQPMNT CORPORATI,12284 WILKINS AVENUE  ; ROCKVILLE  ; MD  ; 20852,ROCKVILLE  ,MD
PO457185,DEPARTMENT OF TRANSPORTATION,CONSTRUCTION MANAGEMENT SERVICES 26,$198530.06,02/27/2013,LEGION DESIGN/CAMPBELL & ASSOC,2125 1ST STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO457223,DEPARTMENT OF TRANSPORTATION,ENGINEERING CONSULTING 42,$104237.00,02/27/2013,THE TEMPLE GROUP INC,1120 CONNECTICUT AVENUE NW                         SUITE 310  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO457256,DEPARTMENT OF GENERAL SERVICES,"BUILDING CONSTRUCTION, NON-RESIDENTIAL (OFFICE BLDG., ETC.) 22",$17775.16,02/27/2013,"BELL ARCHITECTS, PC","1228 9TH STREET, N.W.   ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO456188-V2,DEPARTMENT OF TRANSPORTATION,TREE AND SHRUB REMOVAL SERVICES 88,$256500.00,02/27/2013,C & D TREE SERVICE INC,1150 DOWNEY DRIVE  ; VIENNA  ; VA  ; 22182,VIENNA  ,VA
PO450499-V2,OFFICE OF CHIEF FINANCIAL OFFICER,EMPLOYMENT AGENCY AND SEARCH FIRM SERVICES (INCLUDING BACKGROUND INVESTIGATIONS AND DRUG TESTING FOR EMPLOYMENT) 30,$45174.00,02/27/2013,"INQUIRIES, INC.",129 N. WEST STREET  ; EASTON  ; MD  ; 21601,EASTON  ,MD
PO457287,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$25998.75,02/27/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO443014-V4,EQUIPMENT LEASE - CAPITAL,COMPUTER SOFTWARE CONSULTING 29,$81905.00,02/27/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO457210,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$8516.00,02/27/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO457239,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER NETWORK CONSULTING 30,$47382.00,02/27/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO457282,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$17079.30,02/27/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO450327-V4,DEPARTMENT ON DISABILITY SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$56779.43,02/27/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO457249,DISTRICT DEPARTMENT OF THE ENVIRONMENT,COMPUTER SOFTWARE CONSULTING 29,$35300.00,02/27/2013,"OST, INC.","2001 M STREET, NW SUITE 3000  ; WASHINGTON  ; DC  ; 20036-3310",WASHINGTON  ,DC
PO457274,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",$5104.00,02/27/2013,GEORGE MASON UNIVERSITY,4400 UNIVERSITY DRIVE   ; FAIRFAX  ; VA  ; 22030-,FAIRFAX  ,VA
PO457250,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER AIDED DESIGN SERVICES 18,$55562.00,02/27/2013,CARAHSOFT TECHNOLOGY CORPORATION,12369 SUNRISE VALLEY DRIVE SUITE D-2  ; RESTON  ; VA  ; 20191-,RESTON  ,VA
PO457237,DEPARTMENT OF HUMAN SERVICES,PROFESSIONAL MEDICAL SERVICES (INCLUDING PHYSICIANS AND ALL SPECIALTIES) 74,$15000.00,02/27/2013,MARY ALICE JOHNSON CROCKETT,10700 ALLOWAY DRIVE  ; POTOMAC  ; MD  ; 20854,POTOMAC  ,MD
PO457188,DEPARTMENT OF TRANSPORTATION,TREE TRIMMING AND PRUNING SERVICES 88,$284445.00,02/27/2013,KENNEDY DEVELOPMENT INC.,"1345 OAK ST., NW  ; WASHINGTON  ; DC  ; 20010",WASHINGTON  ,DC
PO444812-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$2636329.00,02/27/2013,NORTHERN VIRGINIA REGIONAL COM,3060 WILLIAMS DRIVE                                SUITE 510  ; FAIRFAX  ; VA  ; 22031,FAIRFAX  ,VA
PO457251,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$95000.00,02/27/2013,LAND DESIGN,223 NORTH GRAHAM STREET   ; CHARLOTTE  ; NC  ; 28202,CHARLOTTE  ,NC
PO457248,DEPARTMENT OF GENERAL SERVICES,CONSTRUCTION MANAGEMENT SERVICES 26,$9700.00,02/27/2013,LAND DESIGN,223 NORTH GRAHAM STREET   ; CHARLOTTE  ; NC  ; 28202,CHARLOTTE  ,NC
PO457222,PUBLIC SERVICE COMMISSION,ADVERTISING/PUBLIC RELATIONS 03,$13000.00,02/27/2013,"MELTWATER NEWS US, INC","800 W EL CAMINO REAL STE,                          SUITE 260  ; MOUNTAIN VIEW  ; CA  ; 94040",MOUNTAIN VIEW  ,CA
PO457197,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$5833.34,02/27/2013,NATIONAL COLLEGIATE PREP. PCS,"4600 LIVINGSTON ROAD, SE   ; WASHINGTON  ; DC  ; 20032-",WASHINGTON  ,DC
PO457281,OFFICE OF CHIEF FINANCIAL OFFICER,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4879.00,02/27/2013,"BRENTWORKS, INC.",1776 EYE STREET NW 9TH FLOOR   ; WASHINGTON  ; DC  ; 20006-,WASHINGTON  ,DC
PO457189,DEPARTMENT ON DISABILITY SERVICES,"POSTAGE RELATED PURCHASES (INCL. POSTAGE STAMPS, PRE-SORT 1ST CLASS INSCRIPTIONS, POSTAGE BY PHONE FOR METERS, ETC.) 57",$25000.00,02/27/2013,PITNEY BOWES,7630 LITTLE RIVER TURNPIKE                         SUITE 800M  ; ANNANDALE  ; VA  ; 22003,ANNANDALE  ,VA
PO450715-V2,PUBLIC SERVICE COMMISSION,COMPUTER HARDWARE CONSULTING 28,$23648.00,02/27/2013,JAMES MODOZIE,8910 ORBIT LANE  ; LANHAM  ; MD  ; 20706,LANHAM  ,MD
PO457195,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$4844.49,02/27/2013,CORP./WASH. LATIN SCHOOL,"4715 16TH STREET, N.W.   ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO457206,DEPARTMENT OF PARKS AND RECREATION,MEMBERSHIP DUES 48,$3300.00,02/27/2013,NATIONAL RECREATION AND,22377 BELMONT RIDGE ROAD  ; ASHBURN  ; VA  ; 20148,ASHBURN  ,VA
PO449134-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),SPECIAL EDUCATION 74,$9880.00,02/27/2013,JEREMY MANN DBA HANDS IN MOTIO,"2100 M STREET, NW  STE 170-275  ; WASHINGTON  ; DC  ; 20037-",WASHINGTON  ,DC
PO455570-V2,METROPOLITAN POLICE DEPARTMENT,"COPY MACHINES, DIGITAL TYPE, RENTAL OR LEASE 27",$104510.00,02/27/2013,XEROX CORPORATION,100 S. CLINTON AVENUE XRX2-40A  ; ROCHESTER  ; NY  ; 14644-,ROCHESTER  ,NY
PO451613-V2,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$15950.00,02/27/2013,GRANTANALYST.COM LLC,5409 MILLSTONE WAY  ; FORT COLLINS  ; CO  ; 80528,FORT COLLINS  ,CO
PO457266,OFFICE OF UNIFIED COMMUNICATIONS,"TRAINING, COMPUTER BASED (SOFTWARE SUPPORTED) 91",$11500.00,02/27/2013,"MOTOROLA, INC.",1303 E. ALGONQUIN ROAD   ; SCHAUMBURG  ; IL  ; 60196-,SCHAUMBURG  ,IL
PO457204,STATE SUPERINTENDENT OF EDUCATION (OSSE),YOUTH CARE SERVICES 95,$89085.61,02/27/2013,SEDC CHARTER SCHOOL INC.,"3100 MARTIN LUTHER KING AV, SE   ; WASHINGTON  ; DC  ; 20032-",WASHINGTON  ,DC
PO457290,DEPARTMENT OF MENTAL HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$49680.00,02/27/2013,NOT-FOR-PROFIT HOSPITAL CORP.,1310 SOUTHERN AVE. SE   ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO453586-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$56079.55,02/27/2013,NOT-FOR-PROFIT HOSPITAL CORP.,1310 SOUTHERN AVE. SE   ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO457252,DEPARTMENT OF TRANSPORTATION,CAR SEATS FOR INFANTS 13,$3431.50,02/27/2013,EVENFLO,225 BYERS ROAD   ; MIAMISBURG  ; OH  ; 45352-,MIAMISBURG  ,OH
PO457298,METROPOLITAN POLICE DEPARTMENT,"POLICE TRAINING AND INSTRUCTIONAL AIDS: WALL CHARTS, ETC. 67",$16250.00,02/27/2013,WICKLANDER ZULAWSKI & ASSOC.,4932 MAIN STREET   ; DOWNERS GROVE  ; IL  ; 60515-,DOWNERS GROVE  ,IL
