Name,Address/Phone,CBE#,Certification Categories,Email Address (Public Contact),Expiration Date,Public Contact Name/Phone,Address,AddwUnit,issuite
Margutti Correa Enterprise LLC,"3201 8TH STREET NE, , WASHINGTON, DC / 2028320222",LSDZ80098022015,"DZE, DBE, SBE, LBE",andre@ameccontracting.com,2/22/2015,Andre Margutti / 2028320222,3201 8TH ST NE,3201 8TH ST NE ,N
"Mark G. Anderson Consultants, Inc.","730 11TH STREET NW, 4th Floor, WASHINGTON, DC / 2029423900",LS20923042013,"SBE, LBE",swillmann@mgac.com,4/29/2013,Steve Willmann / 2029423900,730 11TH ST NW,730 11TH ST NW 4,Y
Marketing Werks LLC,"2328 CHAMPLAIN STREET NW, Suite 403, WASHINGTON, DC / 2027099375",LSDZR83870092014,"ROB, DZE, DBE, SBE, LBE",werksite360@gmail.com,9/7/2014,Tracey Williams /,2328 CHAMPLAIN ST NW,2328 CHAMPLAIN ST NW 403,Y
Marmara Corporation,"1125 OKIE STREET NE, , WASHINGTON, DC / 2026354292",LSZ87561092014,"DZE, SBE, LBE",hb@marmarausa.com,9/28/2014,Semsi Yozgat / 2026354292,1125 OKIE ST NE,1125 OKIE ST NE ,N
"Mars Construction, LLC","2405 BENNING ROAD NE, , WASHINGTON, DC / 2023966404",LSDZ38892072013,"DZE, DBE, SBE, LBE",lavery@marsconstructionllc.com,7/15/2013,avery la tonya / 2023966404,2405 BENNING RD NE,2405 BENNING RD NE ,N
"Marshall Moya Design, LLC","2800 QUEBEC STREET NW, 1021, WASHINGTON, DC / 2025371107",LSDR52649032014,"ROB, DBE, SBE, LBE",Michael@marshallmoya.com,3/16/2014,Michael Marshall / 2025371107,2800 QUEBEC ST NW,2800 QUEBEC ST NW 1021,Y
Martinez & Johnson Architecture,"1412 I STREET NW, , WASHINGTON, DC / 2023334480",LSDZ25380022015,"DZE, DBE, SBE, LBE",gmartinez@mjarchitecture.com,2/15/2015,Gary F Martinez AIA / 2023334480,1412 I ST NW,1412 I ST NW ,N
"Martone Construction Management, Inc.","5165 MACARTHUR BOULEVARD NW, First Floor, WASHINGTON, DC / 2023631003",LSR8264052014,"ROB, SBE, LBE",info@martoneconstruction.com,5/25/2014,Lawrence Martone / 2023631003,5165 MACARTHUR BLVD NW,5165 MACARTHUR BLVD NW ,N
"Maryn Consulting, Inc.","1010 VERMONT AVENUE NW, Suite 1003, WASHINGTON, DC / 2024945500",LSDZ90495072013,"DZE, DBE, SBE, LBE",greg.maryn@mci-it.com,7/22/2013,Gregory Maryn / 2024945500,1010 VERMONT AV NW,1010 VERMONT AV NW 1003,Y
Matadi Construction LLC,"2520 PENNSYLVANIA AVENUE SE, , WASHINGTON, DC / 2025363100",LSDZ3124022014,"DZE, DBE, SBE, LBE",cabright@matadiconstruction.com,2/17/2014,Cyril Bright / 2025387363,2520 PENNSYLVANIA AV SE,2520 PENNSYLVANIA AV SE ,N
Maurice Electric Supply LLC,"500 PENN STREET NE, , WASHINGTON, DC / 2026759400",LZ56729092014,"DZE, LBE",fcaravelli@mauriceelectric.com,9/6/2014,Fran Caravelli / 2026759400,500 PENN ST NE,500 PENN ST NE ,N
"Maurice Walters Architect, Inc.","705 8TH STREET SE, S-300, WASHINGTON, DC / 2026751094",LSR21081052013,"ROB, SBE, LBE",maurice@mwaltersarchitect.com,5/6/2013,Maurice Walters / 2026751094,705 8TH ST SE,705 8TH ST SE 300,Y
Mayhan Enterprizes,"58 FLORIDA AVENUE NW, , WASHINGTON, DC / 2022341416",LSZ98217082013,"DZE, SBE, LBE",mayhanenterprizes@verizon.net,8/26/2013,Clyde Mayhan / 5714379721,58 FLORIDA AV NW,58 FLORIDA AV NW ,N
Mayo Electrical Services,"2239 RIDGE PLACE SE, , WASHINGTON, DC / 2024492055",LSDZR60355022015,"ROB, DZE, DBE, SBE, LBE",mayo1449@comcast.net,2/15/2015,Samuel Mayo / 2024492055,2239 RIDGE PLACE SE,2239 RIDGE PLACE SE ,N
Mb Staffing Services,"819 7TH STREET NW, 311, WASHINGTON, DC / 2028420181",LSZR22278052013,"ROB, DZE, SBE, LBE",mbeale@mbstaffing.com,5/13/2013,Michael Beale / 2028420181,819 7TH ST NW,819 7TH ST NW 311,Y
"McCullough Construction, L.L.C.","5039 CONNECTICUT AVENUE NW, Suite 7, WASHINGTON, DC / 2022372415",LS98654042013,"SBE, LBE",charlene@mccullough-construction.com,4/29/2013,Charlene Hessler / 2022372415,5039 CONNECTICUT AV NW,5039 CONNECTICUT AV NW 7,Y
"McGraw Bagnoli Architects, PLLC","1726 CONNECTICUT AVENUE NW, Suite 400, WASHINGTON, DC / 2025067344",LSZR69336122014,"ROB, DZE, SBE, LBE",dbagnoli@mcgrawbagnoli.com,12/5/2014,David Bagnoli / 2025067344,1726 CONNECTICUT AV NW,1726 CONNECTICUT AV NW 400,Y
McKissack & McKissack,"1401 NEW YORK AVENUE NW, Suite 900, WASHINGTON, DC / 2023471446",LZX87561042014,"LRB, DZE, LBE",Jean.Gerrity@mckissackdc.com,4/13/2014,Jean Gerrity / 2025722511,1401 NEW YORK AV NW,1401 NEW YORK AV NW 900,Y
"MCLA, Inc.","1000 POTOMAC STREET NW, SUITE 121, WASHINGTON, DC / 2022988062",LSZ4283092013,"DZE, SBE, LBE",lee@mcla-inc.com,9/16/2013,Maureen Moran / 2022988062,1000 POTOMAC ST NW,1000 POTOMAC ST NW 121,Y
"McManus Darden & Felsen, LLP","1155 15TH STREET NW, SUITE 810, WASHINGTON, DC / 2022969260",LSZV88997122013,"VOB, DZE, SBE, LBE",jmcmanus@mcmanus-darden.com,12/20/2013,Joseph A McManus Jr / 2022969260,1155 15TH ST NW,1155 15TH ST NW 810,Y
MCN Build LLC,"3143 N STREET NW, , WASHINGTON, DC / 2023333424",LS49986082014,"SBE, LBE",rudy@mcnbuild.com,8/17/2014,Rudy Seikaly / 2023333424,3143 N ST NW,3143 N ST NW ,N
"MDB Communications, Inc.","1730 M STREET NW, Ste 800, WASHINGTON, DC / 2028350774",LSX15491082013,"LRB, SBE, LBE",chatch@mdbcomm.com,8/12/2013,Cary Hatch / 2028350774,1730 M ST NW,1730 M ST NW 800,Y
"MDT Rush Delivery, LLC","3157 APPLE ROAD NE, , WASHINGTON, DC / 2023307182",LSDZR11297042013,"ROB, DZE, DBE, SBE, LBE",info@mdtrushdelivery.com,4/8/2013,Miguel Tarver / 2023307182,3157 APPLE RD NE,3157 APPLE RD NE ,N
ME Solutions LLC,"7408 GEORGIA AVENUE NW, , WASHINGTON, DC / 3014669644",LSR3893122014,"ROB, SBE, LBE",ebeyene@me-solutionsllc.com,12/20/2014,Elsabet Beyene /,7408 GEORGIA AV NW,7408 GEORGIA AV NW ,N
MED Developers,"1509 19TH STREET SE, Unit 102, WASHINGTON, DC / 5712160330",LSZ49158092014,"DZE, SBE, LBE",schlenkers@gmail.com,9/4/2014,Bruce Finland / 7034031752,1509 19TH ST SE,1509 19TH ST SE 102,Y
"Medical Supply Systems, Inc.","3182 BLADENSBURG ROAD NE, , WASHINGTON, DC / 2028325000",LSDZX71859082013,"LRB, DZE, DBE, SBE, LBE",medsupsys2@aol.com,8/19/2013,Janice T. Littlejohn / 2028325000,3182 BLADENSBURG RD NE,3182 BLADENSBURG RD NE ,N
Meditor Optimus,"3530 39TH STREET NW, Apt C-651, WASHINGTON, DC / 2023212613",LSDR98048022014,"ROB, DBE, SBE, LBE",info@pensarus.com,2/24/2014,Naomi Szekeres / 2023212613,3530 39TH ST NW,3530 39TH ST NW 651,Y
"Meridian Business Solutions, LLC","1250 CONNECTICUT AVENUE NW, Suite 200, WASHINGTON, DC / 2022620354",LSR76683092013,"ROB, SBE, LBE",info@meridianbsolutions.com,9/30/2013,Harjodh Babra /,1250 CONNECTICUT AV NW,1250 CONNECTICUT AV NW 200,Y
"MET Painters, Inc.","1111 GOOD HOPE ROAD SE, , WASHINGTON, DC / 2027093509",LSZ50425032014,"DZE, SBE, LBE",smokarem@metpainters.com,3/16/2014,Sean Mokarem / 2025109019,1111 GOOD HOPE RD SE,1111 GOOD HOPE RD SE ,N
"Metro Data Networks, LLC","1012 14TH STREET NW, Suite 200, WASHINGTON, DC / 2025109345",LSZ89817012014,"DZE, SBE, LBE",metrodatanetworks@gmail.com,1/7/2014,David Wynegar / 2022412068,1012 14TH ST NW,1012 14TH ST NW 200,Y
Metro lab llc,"3422 GEORGIA AVENUE NW, , WASHINGTON, DC / 2024131092",LSDZR5304042013,"ROB, DZE, DBE, SBE, LBE",ktefera2000@yahoo.com,4/7/2013,Kassahun Tefera / 2024131092,3422 GEORGIA AV NW,3422 GEORGIA AV NW ,N
"Metropolitan Building Services, Inc.","1225 I STREET NW, , WASHINGTON, DC / 2022891300",LDZ90096112014,"DZE, DBE, LBE",mbsinc@gmail.com,11/9/2014,Teresa Febres / 2022891300,1225 I ST NW,1225 I ST NW ,N
"Metropolitan Consulting Engineers, pllc","4345 NEBRASKA AVENUE NW, , WASHINGTON, DC / 2022448880",LSR12115032014,"ROB, SBE, LBE",gmehrdad@mce-dc.com,3/16/2014,Gus Mehrdad / 2022448880,4345 NEBRASKA AV NW,4345 NEBRASKA AV NW ,N
"Metropolitan Educational Solutions, LLC","1436 U STREET NW, Suite 401, WASHINGTON, DC / 2026574000",LSZ92590122014,"DZE, SBE, LBE",vmumford@metroedsolutions.com,12/20/2014,Valdez Mumford / 2026574000,1436 U ST NW,1436 U ST NW 401,Y
"Metropolitan Fire Sprinkler, LLC","705 ROCK CREEK CHURCH ROAD NW, , WASHINGTON, DC / 2028822448",LSDR59958032014,"ROB, DBE, SBE, LBE",wmerrillsmith@comcast.net,3/16/2014,Walter Smith / 2028822448,705 ROCK CREEK CHURCH RD NW,705 ROCK CREEK CHURCH RD NW ,N
Metropolitan Office Products,"910 BARNABY STREET SE, , WASHINGTON, DC / 2025621057",LSDZR30036042013,"ROB, DZE, DBE, SBE, LBE",rhicks@shopmoproducts.com,4/29/2013,RAYVON HICKS / 2025622320,910 BARNABY ST SE,910 BARNABY ST SE ,N
Metropolitan Strategies and Solutions LLC,"717 D STREET NW, Ste. 300, WASHINGTON, DC / 2026429722",LSDZR92377052013,"ROB, DZE, DBE, SBE, LBE",lejuan.strickland@mssolutions.us,5/13/2013,LeJuan Strickland / 2028217694,717 D ST NW,717 D ST NW 300,Y
MFC I LLC,"700 12TH STREET NW, Suite 700, WASHINGTON, DC / 2029042442",LSZ70546032013,"DZE, SBE, LBE",curtis-triden@cox.net,3/14/2013,Curtis Williams / 2029042442,700 12TH ST NW,700 12TH ST NW 700,Y
MFL Technology Solutions LLC,"1619 13TH STREET NW, , WASHINGTON, DC / 2029864675",LSDZR46575032014,"ROB, DZE, DBE, SBE, LBE",luis@mflts.com,3/9/2014,Luis Munoz-Fernandez / 2029864675,1619 13TH ST NW,1619 13TH ST NW ,N
"MGM, Inc.","2011 GALLAUDET STREET NE, , WASHINGTON, DC / 2025263555",LSZ19795082014,"DZE, SBE, LBE",mgmrepairs@gmail.com,8/15/2014,Mohammed Mobaidin / 2029049668,2011 GALLAUDET ST NE,2011 GALLAUDET ST NE ,N
"Micon Constructions, Inc.","1818 NEW YORK AVENUE NE, Suite 218, WASHINGTON, DC / 2026363930",LSDZ23309062013,"DZE, DBE, SBE, LBE",sakinwande@miconconstructions.com,6/17/2013,Samuel O Akinwande / 2026363930,1818 NEW YORK AV NE,1818 NEW YORK AV NE 218,Y
"Mid-Atlantic Air of DC, LLC","3303 A STANTON ROAD SE, Suite I, WASHINGTON, DC / 2026109870",LSZ9607102014,"DZE, SBE, LBE",lmcnulty@midatlanticair.net,10/26/2014,Leonard McNulty / 2026109870,3303 A STANTON RD SE,3303 A STANTON RD SE ,N
"Midtown Personnel, Inc.","900 7TH STREET NW, Suite 725, WASHINGTON, DC / 2028874747",LSZ59770102014,"DZE, SBE, LBE",whowick@themidtowngroup.com,10/19/2014,Helen Stefan / 2028874747,900 7TH ST NW,900 7TH ST NW 725,Y
"Milani Construction, LLC","1109 GOOD HOPE ROAD SE, , WASHINGTON, DC / 2026109856",LSDZ42139092014,"DZE, DBE, SBE, LBE",milani.patty@gmail.com,9/14/2014,Saeed Milani-nia / 2026109856,1109 GOOD HOPE RD SE,1109 GOOD HOPE RD SE ,N
Millar + Associates LLC,"1785 MASSACHUSETTS AVENUE NW, Suite 108, WASHINGTON, DC / 2025886421",LSZR57909082014,"ROB, DZE, SBE, LBE",omillar@millar-associates.com,8/14/2014,Olivia Millar / 2025886420,1785 MASSACHUSETTS AV NW,1785 MASSACHUSETTS AV NW 108,Y
"Millennium Consulting, Inc.","1155 15TH STREET NW, Ste. 810, WASHINGTON, DC / 2022960993",LSZV88392032014,"VOB, DZE, SBE, LBE",admin@millenniumconsult.net,3/26/2014,Joseph McManus Jr / 2022960993,1155 15TH ST NW,1155 15TH ST NW 810,Y
"Millennium Design Architects, PLLC","1236 44TH STREET NE, , WASHINGTON, DC / 2023976799",LSR30026052013,"ROB, SBE, LBE",jjordan@millenniumdesignarchitects.com,5/13/2013,James Jordan / 2023976799,1236 44TH ST NE,1236 44TH ST NE ,N
"Miller & Long DC, Inc.","5151 WISCONSIN AVENUE NW, Suite 307, WASHINGTON, DC / 2025244600",L25657082014,LBE,mcmahon.brett@gmail.com,8/15/2014,Brett McMahon /,5151 WISCONSIN AV NW,5151 WISCONSIN AV NW 307,Y
"Miller & Van Eaton, P.L.L.C.","1155 CONNECTICUT AVENUE NW, Suite 1000, WASHINGTON, DC / 2027850600",LSV68749052013,"VOB, SBE, LBE",nmiller@millervaneaton.com,5/27/2013,Nicolas P. Miller / 2027850600,1155 CONNECTICUT AV NW,1155 CONNECTICUT AV NW 1000,Y
"Miller Copying Service, Inc.","1426 9TH STREET NW, , WASHINGTON, DC / 2026821400",LSDZ99899122014,"DZE, DBE, SBE, LBE",mcslaverne2@aol.com,12/20/2014,LaVerne Miller / 2026821400,1426 9TH ST NW,1426 9TH ST NW ,N
"MindFinders, Inc.","1050 CONNECTICUT AVENUE NW, Suite 1000, WASHINGTON, DC / 2027724177",LSD87285022014,"DBE, SBE, LBE",tbooker@themindfinders.com,2/24/2014,Tim Booker / 2027724177,1050 CONNECTICUT AV NW,1050 CONNECTICUT AV NW 1000,Y
Miracle Cleaning and Maintenance Corp.,"439 10TH STREET NE, , WASHINGTON, DC / 2025461629",LSDZR28981052013,"ROB, DZE, DBE, SBE, LBE",rejacksonjr@msn.com,5/13/2013,Robert E Jackson Jr. / 2025461629,439 10TH ST NE,439 10TH ST NE ,N
"MissionFirst Development, LLC","1330 NEW HAMPSHIRE AVENUE NW, Suite 116, WASHINGTON, DC / 2022239785",LSZ529022014,"DZE, SBE, LBE",Constant@missionfirst.com,2/24/2014,Sarah Constant / 2022239785,1330 NEW HAMPSHIRE AV NW,1330 NEW HAMPSHIRE AV NW 116,Y
"MJM Contracting, Inc","1050 17TH STREET NW, , WASHINGTON, DC / 2027767195",LSD42865012014,"DBE, SBE, LBE",nanita5114@hotmail.com,1/20/2014,Oscar Morinigo / 2404184545,1050 17TH ST NW,1050 17TH ST NW ,N
MJS Communications LLC,"1343 1ST STREET NW, , WASHINGTON, DC / 8888291658",LSZR31268112014,"ROB, DZE, SBE, LBE",mboykin@mjscommunications.biz,11/16/2014,Marlon Boykin / 8888291658,1343 1ST ST NW,1343 1ST ST NW ,N
"Moddie Turay Company, LLC","1026 16TH STREET NW, Suite 305, WASHINGTON, DC / 2024134160",LSDR69784072014,"ROB, DBE, SBE, LBE",moddie@moddieturay.com,7/20/2014,Moddie Turay / 2024134160,1026 16TH ST NW,1026 16TH ST NW 305,Y
"Modern Construction, LLC","3127 MARTIN LUTHER KING JR AVENUE SE, Suite 202, WASHINGTON, DC / 2025614865",LSDZV48919102013,"VOB, DZE, DBE, SBE, LBE",ModernCnstrction@aol.com,10/11/2013,Margaret Calvin / 2025614865,3127 MARTIN LUTHER KING JR AV SE,3127 MARTIN LUTHER KING JR AV SE 202,Y
Modern Solutions LLC,"4720 12TH STREET NE, , WASHINGTON, DC / 2026363889",LSDR12948082013,"ROB, DBE, SBE, LBE",carlynnmross@verizon.net,8/8/2013,Carlynn Ross /,4720 12TH ST NE,4720 12TH ST NE ,N
"Mogoo, Inc.","1017 BRENTWOOD ROAD NE, , WASHINGTON, DC / 2022692060",LSDZ25222062013,"DZE, DBE, SBE, LBE",callmogoo@gmail.com,6/24/2013,John Gibbs / 2022692060,1017 BRENTWOOD RD NE,1017 BRENTWOOD RD NE ,N
"Molecular Systems, Inc.","1818 NEW YORK AVENUE NE, Suite 214-G, WASHINGTON, DC / 2022693468",LSDZ7573092014,"DZE, DBE, SBE, LBE",msi9200@aol.com,9/4/2014,Mack M. Jenkins / 2022693468,1818 NEW YORK AV NE,1818 NEW YORK AV NE 214,Y
"Mona-Hill Contracting Group, Inc.","260 45TH STREET NE, , WASHINGTON, DC / 2023680301",LSZR99427022015,"ROB, DZE, SBE, LBE",lornhill@mona-hill.com,2/22/2015,Lorn Hill / 2026975588,260 45TH ST NE,260 45TH ST NE ,N
"Moody Nolan-DC, LLC","5335 WISCONSIN AVENUE NW, Suite 900, WASHINGTON, DC / 2022444199",L62187062013,LBE,pwilliams@mn-dc.com,6/17/2013,Patrick Williams / 2022444199,5335 WISCONSIN AV NW,5335 WISCONSIN AV NW 900,Y
"Morgans, Inc., T/A Jimmie Muscatellos","900 RHODE ISLAND AVENUE NE, , WASHINGTON, DC / 2023937547",LSZ61595052013,"DZE, SBE, LBE",ajfras@aol.com,5/13/2013,Jack Sarf / 2023937547,900 RHODE ISLAND AV NE,900 RHODE ISLAND AV NE ,N
Morris E. James & Associates,"1234 MASSACHUSETTS AVENUE NW, #128, WASHINGTON, DC / 2026285021",LSXR66114122014,"ROB, LRB, SBE, LBE",morrisejames@aol.com,12/20/2014,Morris E. James / 2026285021,1234 MASSACHUSETTS AV NW,1234 MASSACHUSETTS AV NW 128,Y
"Mosaic Investment Group, LLC dba Mosaic Construction & Engineering","4367 EMBASSY PARK DRIVE NW, , WASHINGTON, DC / 2027443374",LSDR21261022015,"ROB, DBE, SBE, LBE",saldair@aol.com,2/28/2015,Salma Al-Dairi / 2027443374,4367 EMBASSY PARK DR NW,4367 EMBASSY PARK DR NW ,N
"Mosaic Urban Partners, LLC","910 17TH STREET NW, Suite 410, WASHINGTON, DC / 2028226060",LSDR38225092013,"ROB, DBE, SBE, LBE",cgladney@mosaicurban.com,9/8/2013,Calvin Gladney / 2028226060,910 17TH ST NW,910 17TH ST NW 410,Y
Motir Services Incorporated,"1508 EAST CAPITOL STREET NE, , WASHINGTON, DC / 2023719393",LSZ36522112013,"DZE, SBE, LBE",eirono@motirservices.com,11/4/2013,Emmanuel Irono / 2023719393,1508 E CAPITOL ST NE,1508 E CAPITOL ST NE ,N
Mumin & Associates,"631 Q STREET NW, , WASHINGTON, DC / 2023875169",LSZR11452112014,"ROB, DZE, SBE, LBE",icmumin@aol.com,11/21/2014,Ibrahim Mumin / 2023875169,631 Q ST NW,631 Q ST NW ,N
Murphy Contractor's Services,"3728 FRANKLIN D ROOSEVELT PLACE NE, , WASHINGTON, DC / 2023880944",LSDZR29800122013,"ROB, DZE, DBE, SBE, LBE",amurphy4314@aol.com,12/8/2013,Alvin Murphy / 2025956060,3728 FRANKLIN D ROOSEVELT PLACE NE,3728 FRANKLIN D ROOSEVELT PLACE NE ,N
"MVS, Inc.","1401 14TH STREET NW, Suite 200, WASHINGTON, DC / 2027227981",LSZR21722092013,"ROB, DZE, SBE, LBE",mdesai@mvsconsulting.com,9/2/2013,Mital Desai / 2027227981,1401 14TH ST NW,1401 14TH ST NW 200,Y
"MWB Archiects, PC","231 VAN BUREN STREET NW, , WASHINGTON, DC / 2022915103",LSDR42989032014,"ROB, DBE, SBE, LBE",yolatbanks@mwbarchitects.com,3/16/2014,Andrei Banks / 2022915103,231 VAN BUREN ST NW,231 VAN BUREN ST NW ,N
MWJ Solutions LLC,"1101 PENNSYLVANIA AVENUE NW, 6th Floor, WASHINGTON, DC / 2027564991",LSDR46351032013,"ROB, DBE, SBE, LBE",mwilliams@mwjsolutions.com,3/31/2013,Matthew Mickey Williams / 2022856212,1101 PENNSYLVANIA AV NW,1101 PENNSYLVANIA AV NW 6,Y
"N.P.P. Contractors, Inc.","7706 GEORGIA AVENUE NW, SUITE 4, WASHINGTON, DC / 2028294335",LSD91343122014,"DBE, SBE, LBE",nppci@comcast.net,12/20/2014,Angel Almaraz / 2028294335,7706 GEORGIA AV NW,7706 GEORGIA AV NW 4,Y
"Narh, Inc","3201 8TH STREET NE, , WASHINGTON, DC / 2028321099",LSZ70141052013,"DZE, SBE, LBE",cnarh@narhinc.com,5/13/2013,Carolyn Narh / 2404175779,3201 8TH ST NE,3201 8TH ST NE ,N
"Nastos Construction, Inc.","1421 KENILWORTH AVENUE NE, , WASHINGTON, DC / 2023985500",LSX79467102013,"LRB, SBE, LBE",manuel.santos@nastos.com,10/10/2013,Manuel Santos / 2023985500,1421 KENILWORTH AV NE,1421 KENILWORTH AV NE ,N
"Nation Parking, LLC","1101 NEW YORK AVENUE NW, Suite P100, WASHINGTON, DC / 2022160093",LSDZ57396092014,"DZE, DBE, SBE, LBE",sam@nationparking.com,9/14/2014,Samuel Meskelu / 2022160093,1101 NEW YORK AV NW,1101 NEW YORK AV NW 100,Y
"National Associates, Inc.","1130 CONNECTICUT AVENUE NW, Suite 530, WASHINGTON, DC / 2022237606",LSRV11613112014,"VOB, ROB, SBE, LBE",ohannaway@naipersonnel.com,11/20/2014,Oscar Hannaway / 2022237606,1130 CONNECTICUT AV NW,1130 CONNECTICUT AV NW 530,Y
National Auto Care,"1810 EDWIN STREET NE, , WASHINGTON, DC / 2022691234",LS96089102014,"SBE, LBE",AS6TOOR@YAHOO.COM,10/26/2014,AJAIB TOOR / 2022691234,1810 EDWIN ST NE,1810 EDWIN ST NE ,N
National Business Services Enterprise,"1420 N STREET NW, Suite 10, WASHINGTON, DC / 2024379669",LSZ24795112014,"DZE, SBE, LBE",jmczier@aol.com,11/16/2014,Arthur McZier / 2024379669,1420 N ST NW,1420 N ST NW 10,Y
"National Capital Terrazzo, LLC","3221 M STREET NW, , WASHINGTON, DC / 2023335885",LSDZRV98409052013,"VOB, ROB, DZE, DBE, SBE, LBE",murphy@dcterrazzo.com,5/13/2013,Michael Murphy / 2023335885,3221 M ST NW,3221 M ST NW ,N
"National Service Contractors, Inc","2007 B MARTIN LUTHER KING JR AVENUE SE, , WASHINGTON, DC / 2026107344",LSDZ63884072013,"DZE, DBE, SBE, LBE",awoldu@nscinc1.com,7/15/2013,Alex Woldu / 2026107344,2007 B MARTIN LUTHER KING JR AV SE,2007 B MARTIN LUTHER KING JR AV SE ,N
Nations City Electric LLC (formerly Logan Electric),"3111 GEORGIA AVENUE NW, , WASHINGTON, DC / 2016846940",LSZ14479072013,"DZE, SBE, LBE",larry@logan-electric.com,7/1/2013,Larry Logan / 2025072385,3111 GEORGIA AV NW,3111 GEORGIA AV NW ,N
"Nationwide Electrical Services, Inc.","2625 EVARTS STREET NE, , WASHINGTON, DC / 2026363800",LSDZ37311042014,"DZE, DBE, SBE, LBE",jyoung@n-e-s.net,4/9/2014,John Young / 3015959301,2625 EVARTS ST NE,2625 EVARTS ST NE ,N
NBA Office Products,"727 15TH STREET NW, Suite 1000, WASHINGTON, DC / 2405088468",LSDZ982092013,"DZE, DBE, SBE, LBE",nbyrd@nbaofficepro.com,9/30/2013,Nevin Byrd / 2405088468,727 15TH ST NW,727 15TH ST NW 1000,Y
"NDC U6 OCC, LLC","4110 KANSAS AVENUE NW, , WASHINGTON, DC / 2027226002",LSZ43186112014,"DZE, SBE, LBE",pstuart@neighborhooddevelopment.com,11/16/2014,Adrian Washington / 2027226002,4110 KANSAS AV NW,4110 KANSAS AV NW ,N
"NDS Fix-IT, LLC","3024 OTIS STREET NE, , WASHINGTON, DC / 2025291971",LSDR65383042014,"ROB, DBE, SBE, LBE",nds.fixit@verizon.net,4/27/2014,Deatrice Simpson Steer / 2024388743,3024 OTIS ST NE,3024 OTIS ST NE ,N
"Neal R. Gross & Co., Inc.","1323 RHODE ISLAND AVENUE NW, , WASHINGTON, DC / 2022344433",LSZXR36345112014,"ROB, LRB, DZE, SBE, LBE",nrgross@nealrgross.com,11/9/2014,Neal R. Gross / 2022344433,1323 RHODE ISLAND AV NW,1323 RHODE ISLAND AV NW ,N
"Nelson Architects, PC","1003 K STREET NW, Suite 835, WASHINGTON, DC / 2027374800",LSZR58355092014,"ROB, DZE, SBE, LBE",jnelson@nelsonarch.com,9/4/2014,Jane A. Nelson / 2027374800,1003 K ST NW,1003 K ST NW 835,Y
"Nelson's Welding, Inc.","1101 W STREET SE, , WASHINGTON, DC / 2028893761",LSDZR40266082013,"ROB, DZE, DBE, SBE, LBE",nelsonwelding@netzero.com,8/19/2013,Delmus Nelson / 2028893761,1101 W ST SE,1101 W ST SE ,N
Nesmith Design Group,"1776 I STREET NW, Suite 900, WASHINGTON, DC / 2027561562",LSDR92965072013,"ROB, DBE, SBE, LBE",c.nesmith@nesmithdesigngroup.com,7/22/2013,Cametrick Nesmith / 2027561562,1776 I ST NW,1776 I ST NW 900,Y
Netsource Interactive Inc.,"4100 MASSACHUSETTS AVENUE NW, 1416, WASHINGTON, DC / 2022853035",LSDR75770072014,"ROB, DBE, SBE, LBE",issa@netsourceinteractive.com,7/17/2014,Issa Barkett /,4100 MASSACHUSETTS AV NW,4100 MASSACHUSETTS AV NW 1416,Y
Networking for Future Inc.,"1023 15TH STREET NW, , WASHINGTON, DC / 2027839015",LSDZ14084022015,"DZE, DBE, SBE, LBE",hfatemi@nffinc.com,2/15/2015,Hess Fatemi / 2027839012,1023 15TH ST NW,1023 15TH ST NW ,N
NEW CITY ENERGY LLC,"400 MASSACHUSETTS AVENUE NW, Suite 1212, WASHINGTON, DC / 2026432693",LSZR97801072014,"ROB, DZE, SBE, LBE",sboyd@newcityenergy.net,7/11/2014,Stephen Boyd / 2024410442,400 MASSACHUSETTS AV NW,400 MASSACHUSETTS AV NW 1212,Y
"New Colimbia Enterprises, Inc.","1201 15TH STREET NW, Suite 205, WASHINGTON, DC / 2027017707",LSDZR29654082014,"ROB, DZE, DBE, SBE, LBE",ccarter@newcolumbiainc.com,8/15/2014,Christian Carter / 2027017707,1201 15TH ST NW,1201 15TH ST NW 205,Y
"New Dominion Construction, LLC","1637 U STREET SE, , WASHINGTON, DC / 3019060263",LSDZR70648022015,"ROB, DZE, DBE, SBE, LBE",alawson@newdominionconstruction.com,2/1/2015,Adrian Lawson /,1637 U ST SE,1637 U ST SE ,N
"New Heights Development, LLC","1120 PARK ROAD NW, , WASHINGTON, DC / 2027446123",LSDZR21553072013,"ROB, DZE, DBE, SBE, LBE",bce@onebox.com,7/29/2013,Barrett Evans / 2027446123,1120 PARK RD NW,1120 PARK RD NW ,N
"New Light Technologies, Inc. (NLT)","1118 9TH STREET NW, Suite 300, WASHINGTON, DC / 2025457968",LSZR58009042013,"ROB, DZE, SBE, LBE",ghermay.araya@newlighttechnologies.com,4/14/2013,Ghermay Araya / 2024689663,1118 9TH ST NW,1118 9TH ST NW 300,Y
"New System Demolition and Excavation, Inc.","3127 MARTIN LUTHER KING JR AVENUE SE, Suite 200, WASHINGTON, DC / 2025610012",LSDZ76435032014,"DZE, DBE, SBE, LBE",nsdeinc@yahoo.com,3/9/2014,Jennifer Carter / 2025610012,3127 MARTIN LUTHER KING JR AV SE,3127 MARTIN LUTHER KING JR AV SE 200,Y
