Company Name,Business Structure,Certification Categories,Company Status,Email Address (Public Contact),Expiration Date,NIGP Codes
,,,,,,"ROAD AND HIGHWAY BUILDING MATERIALS (NOT ASPHALTIC),"
,,,,,,"Ash, Fly and Bottom,"
,,,,,,"Crushed Stone (Includes Riprap),"
,,,,,,"Ready-Mix Concrete,"
,,,,,,"CONCRETE, READY MIX,"
,,,,,,"Sand and Gravel,"
,,,,,,"Asphalt Pavers, Towed Type,"
,,,,,,"Asphalt and Concrete Recycling Equipment,"
,,,,,,"Asphalt and Concrete Scrapers, Profilers, and Milling Machines (Powered, Complete),"
,,,,,,"ROAD AND HIGHWAY EQUIPMENT: EARTH HANDLING, GRADING, MOVING, PACKING, ETC.,"
,,,,,,"Backhoe/Loader Combination,"
,,,,,,"Blades: Dozer, Grader, Scraper, Snow Plow, etc.,"
,,,,,,"Cylinders, Hydraulic,"
,,,,,,"Ditch and Trenching Machines,"
,,,,,,"Earth Boring Machines,"
,,,,,,"Earth Movers, Motorized,"
,,,,,,"Loaders, Front End (For Crawler Tractors),"
,,,,,,"Loaders, Front End (For Wheel Type Tractors),"
,,,,,,"Loaders, Pneumatic Tired,"
,,,,,,"Rollers, Sheepsfoot Type,"
,,,,,,"Rolling Straight Edges, Towed,"
,,,,,,"Scrapers,"
,,,,,,"Shovels, Power; and Excavating Machines, Telescoping and Hinged Boom Type, Crawler or Tractor Mounted,"
,,,,,,"ROAD AND HIGHWAY EQUIPMENT (EXCEPT EQUIPMENT IN CLASSES 755 AND 760),"
,,,,,,"Booms: Crane, Tractor, etc.,"
,,,,,,"Core Drilling Rigs and Accessories,"
,,,,,,"Cranes, Backhoe and Dragline,"
,,,,,,"Crushing Machines,"
,,,,,,"Hydraulic Attachments and Accessories (Hammers, Rams, etc.),"
,,,,,,"Pile Drivers and Accessories,"
,,,,,,"Pneumatic Machines: Demolition Tools, Paving Breakers, Rock Cutters, Tampers, etc.,"
,,,,,,"Pneumatic Tool Accessories: Bits, Chisels, Points, Spades, Tampers, etc.,"
,,,,,,"Spreaders, Truck Mounted (For Aggregates, Ice Control Materials, Seal Coatings, etc.),"
,,,,,,"Striping Machines and Accessories,"
,,,,,,"Sweeper Accessories: Broom Fibers, Extension Brooms, Strips, Wire, Road Magnets, etc.,"
,,,,,,"Tractors, Wheel Type (Except Farm Tractors) (Including Walk-Behind Type),"
,,,,,,"WELDING EQUIPMENT AND SUPPLIES,"
,,,,,,"Arc Welders, Electric Driven,"
,,,,,,"Disadvantage Business Enterprise (DBE) and Historically Underutilized Business (HUB) Consulting Including Technical Assistance,"
,,,,,,"Construction Equipment (Not Otherwise Classified) Rental or Lease,"
,,,,,,"Concrete Equipment and Accessory Rental or Lease,"
,,,,,,"Earth Moving Equipment (Graders, Dozers, Loaders, etc.) Rental or Lease,"
,,,,,,"RENTAL OR LEASE OF GENERAL EQUIPMENT (HVAC, ATHLETIC, FIRE AND POLICE PROTECTION, ETC.),"
,,,,,,"Air Compressors and Accessories Rental or Lease,"
,,,,,,Water and Sewer Equipment (Including Well Pointing Equipment) Rental or Lease
"Clean City, LLC",Limited Liability Corporation,"ROB, DZE, SBE, LBE",Active,otobias@cleancityllc.com,3/14/14,"Building Cleaning, Exterior,"
,,,,,,"Carpet Cleaning, Dyeing, Installation and Repair,"
,,,,,,"Janitorial/Custodial Services,"
,,,,,,"JANITORIAL/CUSTODIAL SERVICES,"
,,,,,,"Window Washing Services,"
,,,,,,"WINDOW WASHING SERVICES, OFFICE BUILDINGS, SINGLE STORY,"
,,,,,,"WINDOW WASHING SERVICES, OFFICE BUILDINS, MULTI-STORIED,"
,,,,,,"Trade Services, Construction (Not Otherwise Classified),"
,,,,,,"General Construction: Management, Scheduling, Cost Estimation - Engineering,"
,,,,,,"Construction Management Services,"
,,,,,,"Cost Estimating,"
,,,,,,Graffiti Removal Services
"Union Waterproofing, LLC",Limited Liability Corporation,"DZE, SBE, LBE",Active,george@unionwaterproofing.com,11/10/13,"BUILDER'S SUPPLIES,"
,,,,,,"Project Management,"
,,,,,,"Maintenance and Repair, Commercial and Institutional Building,"
,,,,,,"Maintenance and Repair, Educational Building,"
,,,,,,"Maintenance and Repair, Medical Building,"
,,,,,,"Building Cleaning, Exterior,"
,,,,,,"Firestop Systems (Includes Installation and Fireproofing),"
,,,,,,"Masonry, Concrete, and Stucco Maintenance and Repair (Includes Inside Concrete Sawing and Grouting Work),"
,,,,,,"Painting, Maintenance and Repair Services (Including Caulking),"
,,,,,,"PAINTING SERVICES,"
,,,,,,"Roofing, Gutters, and Downspouts Maintenance and Repair,"
,,,,,,"Tile and Stone (Includes Granite, Marble, and Terrazzo), Restoration, Refurbishing, Maintenance and Repair,"
,,,,,,"Weather and Waterproofing Maintenance and Repair Services,"
,,,,,,"Maintenance and Repair, Statues and Monuments,"
,,,,,,"Paver Block Installation,"
,,,,,,"Maintenance and Repair, Wastewater Treatment Plant,"
,,,,,,"Concrete,"
,,,,,,"Masonry,"
,,,,,,"Buildings, Structures and Components Consulting,"
,,,,,,"Construction Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Management Consulting,"
,,,,,,"Utilities: Gas, Water, Electric Consulting,"
,,,,,,"MANAGEMENT SERVICES,"
,,,,,,"Project Management Services,"
,,,,,,"Cost Estimating,"
,,,,,,"Cleaning Services, Steam and Pressure,"
,,,,,,"Installation and Removal Services (Not Otherwise Classified),"
,,,,,,"Professional Services (Not Otherwise Classified),"
,,,,,,"Waterproofing Systems and Repair,"
,,,,,,WATERPROOF MEMBRANE REPAIR.
"PC Net, Inc. DBA PCN Strategies",Corporation,"ROB, DZE, DBE, SBE, LBE",Active,mike@pcnstrategies.com,12/31/14,"Computer Systems, Digital,"
,,,,,,"Computer Systems, Laboratory Control,"
,,,,,,"Computer Systems, Process Control,"
,,,,,,"Computer Aided Design and Vectorization Software,"
,,,,,,"Database Software,"
,,,,,,"Computer Aided Design,"
,,,,,,"Database,"
,,,,,,"Computer Output Microfilm/Microfiche (COM) Units: COM Recorders, COM Cameras, COM Tape/Recorder, etc.,"
,,,,,,"Computer Telephony Integration (CTI) Systems,"
,,,,,,"Computer Hardware Consulting,"
,,,,,,"Computer Software Consulting,"
,,,,,,"Computer Aided Design Services,"
,,,,,,"Computer Output to Microfilm (COM) Processing Services,"
,,,,,,"Data Entry Services,"
,,,,,,"Data Preparation and Processing Services,"
,,,,,,"Networking Services (Including Installation, Security, and Maintenance ),"
,,,,,,"Computer Management Services,"
,,,,,,"Personnel Management Services,"
,,,,,,EMPLOYMENT AGENCY SERVICES FOR THE HIRING OF TEMPORARY PERSONNEL
"Bacon Funeral Home, Inc.",Corporation,"ROB, DZE, SBE, LBE",Active,baconinc.3447@yahoo.com,2/1/15,"Caskets, Funeral (See Classes 410 and 465 for Mortuary Equipment),"
,,,,,,Mortuary and Funeral (Including Crematory Services)
"JJB D.C., Inc.",Corporation,"SBE, LBE",Active,JJB4u2@wildblue.net,3/16/14,"Drafting Services,"
,,,,,,"Engineering Consulting,"
,,,,,,"CONSULTING SERVICES, CIVIL ENGINEER,"
,,,,,,"Telecommunications Consulting,"
,,,,,,"Telephone Systems/Engineering,"
,,,,,,"Communications Systems Maintenance and Repair, Vehicle (Including Installation and Removal Services),"
,,,,,,"Electronic and Communication Equipment Services (Including Installation, Maintenance and Repair),"
,,,,,,"Cable Construction, Installation and Maintenance (Fiber Optic, Communication, Computer, etc.),"
,,,,,,"SPLICING CABLE AND CONDUIT.,"
,,,,,,Electronic and Electrical Cable Testing Services
"Architrave P.C., Architects",Corporation,"ROB, LRB, DZE, SBE, LBE",Active,robert.weinstein@architravepc.com,1/11/15,"Architect Services, Professional,"
,,,,,,"Buildings - Architectural Design,"
,,,,,,"Architectural Services, Non-Licensed (Not Otherwise Classified),"
,,,,,,"Designing Services,"
,,,,,,"Drafting Services,"
,,,,,,Site Assessment and Site Field Observation
"Riley Bridgeforth, L.L.C.",Limited Liability Corporation,"DZE, DBE, SBE, LBE",Active,stephanie@rileybridgeforth.com,12/20/13,"Business Consulting, Small,"
,,,,,,"Business Consulting, Large,"
,,,,,,"Communications: Public Relations Consulting,"
,,,,,,"Community Development Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Education and Training Consulting,"
,,,,,,"Legal Consulting,"
,,,,,,"Management Consulting,"
,,,,,,"Marketing Consulting,"
,,,,,,"Personnel/Employment Consulting,"
,,,,,,"In-Service Training (For Employees),"
,,,,,,"Special Education,"
,,,,,,"Tutoring,"
,,,,,,"Training and Instruction (For Clients, Not Staff),"
,,,,,,"Business Research Services,"
,,,,,,"Research Services (Other Than Business),"
,,,,,,Project Management Services
"MDT Rush Delivery, LLC",Limited Liability Corporation,"ROB, DBE, SBE, LBE",Active,info@mdtrushdelivery.com,3/15/15,"MAIL PICKUP AND DELIVERY SERVICES FROM AND TO A UNITED STATES POST OFFICE,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Management Consulting,"
,,,,,,"Project Management Services,"
,,,,,,"Cost Estimating,"
,,,,,,"Program/Project Development and Management Services,"
,,,,,,"Courier/Delivery Services (Including Air Courier Services),"
,,,,,,"COURIER DELIVERY SERVICES, PARCEL MAIL, EXPEDITED,"
,,,,,,"Hauling Services,"
,,,,,,"Moving Services,"
,,,,,,"Transportation of Goods and Other Freight Services,"
,,,,,,Vehicle Transporting Services
"Holder Enterprises, Inc.",Corporation,"DZE, DBE, SBE, LBE",Active,kgiles@holderenterprises.net,7/15/13,"Fruits, Citrus,"
,,,,,,"Decorations: Christmas, Party, etc.,"
,,,,,,"Chickens,"
,,,,,,"Coffeemakers, All Types (Household),"
,,,,,,"Cotton Candy Machines,"
,,,,,,"Soup Kitchens, Cafeteria,"
,,,,,,"Milk Cans, All Types,"
,,,,,,"Blended or Dry Mix, Commercial,"
,,,,,,"Bottles: Wine, Juice, etc.,"
,,,,,,"FOODS: BAKERY PRODUCTS (FRESH),"
,,,,,,"Bread, Rolls, etc. (Including Brown and Serve Items),"
,,,,,,"Cakes, Cookies, and Pastries,"
,,,,,,"Doughnuts, Fried Pies, Bagels, etc.,"
,,,,,,"Pizzas,"
,,,,,,"FOODS: DAIRY PRODUCTS (FRESH),"
,,,,,,"Butter,"
,,,,,,"Cream, All Types (Including Sour Cream),"
,,,,,,"Ice Cream,"
,,,,,,"Ice Milk,"
,,,,,,"Milk, All Types,"
,,,,,,"Yogurt,"
,,,,,,"Bread,"
,,,,,,"Cakes, Cookies, Dough, Pastries, etc.,"
,,,,,,"Coffee,"
,,,,,,"Desserts (Except Cake and Pastry),"
,,,,,,"Entrees, Meat (Includes Beef and Pork),"
,,,,,,"Entrees, Seafood,"
,,,,,,"Entrees, Specialty (Including Corn Dogs, Lasagne, Mexican Food, etc.),"
,,,,,,"Fruits,"
,,,,,,"Juices,"
,,,,,,"Pizzas,"
,,,,,,"Pretzels, Soft Frozen,"
,,,,,,"Sandwiches, Ready-Made,"
,,,,,,"Soups and Sauces, Frozen,"
,,,,,,"FOODS: PERISHABLE,"
,,,,,,"Cheese,"
,,,,,,"Fruits, Fresh,"
,,,,,,"Water, Drinking (Incl. Distilled, Mineral, Sparkling and Spring),"
,,,,,,"Cones, Ice Cream,"
,,,,,,"Chips, All Types,"
,,,,,,"Beverages, Thirst Quenching, w/Electrolyte,"
,,,,,,"Candy, Confectionery and Marshmallows (Including After Dinner Mints or Savouries),"
,,,,,,"Cereals, Ready-to-Eat,"
,,,,,,"Cereals, Uncooked,"
,,,,,,"Coffee, Instant (Regular and Decaffeinated),"
,,,,,,"Crackers and Cookies, Packaged,"
,,,,,,"Cream Substitute and Other Non-Dairy Items,"
,,,,,,"Desserts: Packaged, Canned, and Mixes (Includes Cake Mixes, Gelatins, Icings, Pie Fillings, etc.),"
,,,,,,"Diet Foods, All Types (Also See Class 271-28),"
,,,,,,"Fruits, Vegetables, and Full Meal Entrees, Dehydrated,"
,,,,,,"Fruits, Canned (Incl. Fruit Sauces),"
,,,,,,"Grocers' Miscellaneous Items: Cake Decorations, Candles, Canned Fuel, Food Preservatives, Matches, Meal Kits, Toothpicks, etc.,"
,,,,,,"Juices, Fruit and Vegetable (Not Frozen),"
,,,,,,"Milk, Powdered,"
,,,,,,"Nuts, Edible (Incl. Sunflower Seeds),"
,,,,,,"Popcorn,"
,,,,,,"Soft Drinks,"
,,,,,,"Tea (Not Instant),"
,,,,,,"Trays, Preparation,"
,,,,,,"MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED),"
,,,,,,"PAPER AND PLASTIC PRODUCTS, DISPOSABLE,"
,,,,,,"Paper Products: Cups, Doilies, Napkins, Plates, Straws, Facial Tissues (Other Than Hospital), etc.,"
,,,,,,"Alcoholic Beverages, All Types,"
,,,,,,"Table Linens,"
,,,,,,"COMMUNICATIONS AND MEDIA RELATED SERVICES,"
,,,,,,"Conference Coordinating and Planning Services,"
,,,,,,"Food Service Consulting,"
,,,,,,"EDUCATIONAL SERVICES,"
,,,,,,"In-Service Training (For Employees),"
,,,,,,"Child Care Food Program,"
,,,,,,"Delivered Meals (Including Shelf Stable Meals and Congregate Meals),"
,,,,,,"Emergency Food,"
,,,,,,"Training and Instruction (For Clients, Not Staff),"
,,,,,,"Personnel Management Services,"
,,,,,,"MISCELLANEOUS SERVICES, NO. 1 (NOT OTHERWISE CLASSIFIED),"
,,,,,,"Concessions, Catering, Vending: Mobile and Stationary,"
,,,,,,"EMPLOYMENT AGENCY SERVICES FOR THE HIRING OF TEMPORARY PERSONNEL,"
,,,,,,"Food Preparation Services (Including Food Canning Services),"
,,,,,,"MISCELLANEOUS SERVICES, NO. 2 (NOT OTHERWISE CLASSIFIED),"
,,,,,,"Amusement and Entertainment Services (Incl. Performing Arts Professionals),"
,,,,,,"Cafeteria and Restaurant Services,"
,,,,,,"Event Planning Services,"
,,,,,,"Food Distribution Services,"
,,,,,,"Party, Holiday, and Event Decorating Services,"
,,,,,,"PERSONNEL SERVICES, TEMPORARY, BILINGUAL (ENGLISH/SPANISH),"
,,,,,,"Food Manufacturing Services (Including Beverages),"
,,,,,,"Cafeteria, Food Service, and Kitchen Equipment Rental or Lease,"
,,,,,,"Food Sampling and Preparation Services,"
,,,,,,"Cafeteria and Kitchen Equipment (Including Food Service Equipment),"
,,,,,,Food
Answer Title & Escrow LLC (d/b/a Answer Title),Limited Liability Corporation,"ROB, DZE, DBE, SBE, LBE",Active,dfshuler@answertitle.com,6/24/13,"Administration of Contracts: Summary of Work, Quality Control, Project Closeout, etc.,"
,,,,,,"CONSULTING SERVICES,"
,,,,,,"Appraisals Consulting,"
,,,,,,"Business Consulting, Small,"
,,,,,,"Community Development Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Housing Consulting,"
,,,,,,"Management Consulting,"
,,,,,,"Real Estate/Land Consulting (Including Land Survey Consulting),"
,,,,,,"Appraisal Services, Real Estate,"
,,,,,,"Appraisal Services (Not Otherwise Classified),"
,,,,,,"Escrow and Title Services,"
,,,,,,"Title,"
,,,,,,"Negotiation Services,"
,,,,,,"Right of Way Services (Including Title, Appraisal, Negotiation, Closing, Relocation, Condemnation, etc.)"
"Lourenco Consultants, Inc.",Corporation,"ROB, DBE, SBE, LBE",Active,mariana@lourenconsult.com,5/17/15,"Fire Protection - Architectural Services,"
,,,,,,"Architectural Services, Non-Licensed (Not Otherwise Classified),"
,,,,,,"Architectural Consulting,"
,,,,,,"Buildings, Structures and Components Consulting,"
,,,,,,"Construction Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Engineering Consulting,"
,,,,,,"Feasibility Studies (Consulting),"
,,,,,,"Management Consulting,"
,,,,,,"Utilities: Gas, Water, Electric Consulting,"
,,,,,,"Mechanical Engineering,"
,,,,,,"Project Management Services,"
,,,,,,"Building Permit Services,"
,,,,,,Program/Project Development and Management Services
"CHW Solutions, Inc.",Corporation,"DZE, DBE, SBE, LBE",Active,bettie.crawl@chwsolutionsinc.com,1/21/14,"Project Management,"
,,,,,,"Planning, Urban (Community, Regional, Areawide, and State),"
,,,,,,"Compliance Consulting, American Disabilities Act (ADA),"
,,,,,,"Management Consulting,"
,,,,,,"Urban Planning Consulting,"
,,,,,,"Urban and Regional Development Services,"
,,,,,,"Business Plan Development Services,"
,,,,,,"Program/Project Development and Management Services,"
,,,,,,"Grounds Maintenance: Mowing, Edging, Plant (Not Tree) Trimming, etc."
Keystone Plus Construction Corporation,Corporation,"ROB, DBE, SBE, LBE",Active,vguzman@keystonedc.com,3/20/15,"General Construction - Architectural,"
,,,,,,"Building Construction, Industrial (Warehouse, etc.),"
,,,,,,"Building Construction, Non-Residential (Office Bldg., etc.),"
,,,,,,"Doors and Windows,"
,,,,,,"Finishes: Flooring, Wall and Ceiling, etc.,"
,,,,,,"Elevator Installation, Maintenance and Repair,"
,,,,,,"Demolition Services,"
,,,,,,"Carpentry,"
,,,,,,"Concrete,"
,,,,,,"Electrical,"
,,,,,,"Masonry,"
,,,,,,"Painting and Wallpapering,"
,,,,,,"Plastering,"
,,,,,,"Roofing and Siding,"
,,,,,,"Tile and Marble Work, All Types,"
,,,,,,"General Construction: Management, Scheduling, Cost Estimation - Engineering,"
,,,,,,"HVAC Systems Maintenance and Repair, Power Plant"
"Heller and Metzger, P.C.",Corporation,"LRB, SBE, LBE",Active,lthorwart@hellerandmetzger.com,9/28/14,"Architect Services, Professional,"
,,,,,,"Energy Management - Architectural,"
,,,,,,"Energy Conservation; New Energy Sources (Solar, etc.) - Architectural Services,"
,,,,,,"Environmental - Architectural,"
,,,,,,"Architectural Services, Non-Licensed (Not Otherwise Classified),"
,,,,,,"Architectural Consulting,"
,,,,,,"Buildings, Structures and Components Consulting,"
,,,,,,"Construction Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Energy Conservation Consulting,"
,,,,,,"Environmental Consulting,"
,,,,,,"Feasibility Studies (Consulting),"
,,,,,,"Management Consulting,"
,,,,,,"Environmental Services (Not Otherwise Classified),"
,,,,,,"Planning and Advisory Services, Environmental,"
,,,,,,"Research Services (Other Than Business),"
,,,,,,Project Management Services
"Premier Consultants International, Inc.",Corporation,"VOB, DBE, SBE, LBE",Active,rmarable@premiercon.com,8/8/13,"BUILDING CONSTRUCTION SERVICES, NEW (INCL. MAINTENANCE AND REPAIR SERVICES),"
,,,,,,"Finishes: Flooring, Wall and Ceiling, etc.,"
,,,,,,"Furnishings: Artwork, Cabinets, Furniture, Window Treatments, etc.,"
,,,,,,"Site Work (Incl. Site Clean-Up),"
,,,,,,"CONSTRUCTION SERVICES, GENERAL (INCL. MAINTENANCE AND REPAIR SERVICES),"
,,,,,,"CONSTRUCTION SERVICES, TRADE (NEW CONSTRUCTION),"
,,,,,,"Carpentry,"
,,,,,,"Flooring,"
,,,,,,"Metal Work,"
,,,,,,"Tile and Marble Work, All Types,"
,,,,,,"Trade Services, Construction (Not Otherwise Classified),"
,,,,,,"Wood,"
,,,,,,"CONSULTING SERVICES,"
,,,,,,"Buildings, Structures and Components Consulting,"
,,,,,,"Construction Consulting,"
,,,,,,"Consulting Services (Not Otherwise Classified),"
,,,,,,"Elevator/Escalator/Moving Walks Consulting Services,"
,,,,,,"Feasibility Studies (Consulting),"
,,,,,,"Management Consulting,"
,,,,,,"Marketing Consulting,"
,,,,,,"Quality Assurance/Control Consulting,"
,,,,,,"Utilities: Gas, Water, Electric Consulting,"
,,,,,,"MANAGEMENT SERVICES,"
,,,,,,"Construction Management Services,"
,,,,,,"Project Management Services,"
,,,,,,"Cost Estimating,"
,,,,,,Program/Project Development and Management Services
"Premier Office & Medical Suppliers, LLC",Limited Liability Corporation,"ROB, DZE, SBE, LBE",Active,sales@premiersuppliers.com,5/8/14,"AMUSEMENT, DECORATIONS, ENTERTAINMENT, GIFTS, TOYS, ETC.,"
,,,,,,"PACKS, GIFT,"
,,,,,,"Novelties and Advertising Specialty Products,"
,,,,,,"Souvenirs: Promotional, Advertising, etc.,"
,,,,,,"Appliances, Small, Electric (Not Otherwise Classified),"
,,,,,,"Ovens, Microwave and Convection (Household),"
,,,,,,"OVENS, MICROWAVE, COUNTER TOP TYPE,"
,,,,,,"COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS,"
,,,,,,"ELECTRONIC EQUIPMENT, COMPONENTS, PARTS, AND ACCESSORIES (SEE CLASS 730 FOR TESTING OR ANALYZING TYPE),"
,,,,,,"Bedding (All Types),"
,,,,,,"Fire Extinguishers, Rechargers, and Parts,"
,,,,,,"Furniture, Hospital (Not Specialized),"
,,,,,,"FURNITURE: LABORATORY,"
,,,,,,"Cabinets, Storage, Floor and Wall,"
